索引,核酸提取编号,华大编号,提取日期,样本类型,核酸类型,样本体积(ml)/质量(mg),提取方法,浓度(ng/ul),体积(ul),冰箱位置,孔板号,孔位,提取总量(ng),成功建库使用量(ng),失败建库使用量(ng),科研项目使用量(ng),其他使用量(ng),剩余量(ng),备注,上次修改时间,创建时间
378,19P7247747,19P7247747,2000-01-01,P,cfDNA,4.0,南科手工提取20200522,0.374,48.0,无,无,无,17.952,0.0,0.0,0.0,0.0,17.952,无,2020/08/21 02:35,2020/08/21 02:35
379,19P7247748,19P7247748,2000-01-01,P,cfDNA,4.0,南科手工提取20200522,0.814,48.0,无,无,无,39.072,0.0,0.0,0.0,0.0,39.072,无,2020/08/21 02:35,2020/08/21 02:35
380,19P7247749,19P7247749,2000-01-01,P,cfDNA,4.0,南科手工提取20200522,0.522,48.0,无,无,无,25.056,0.0,0.0,0.0,0.0,25.056,无,2020/08/21 02:35,2020/08/21 02:35
381,19P7247750,19P7247750,2000-01-01,P,cfDNA,4.0,南科手工提取20200522,0.39,48.0,无,无,无,18.72,0.0,0.0,0.0,0.0,18.72,无,2020/08/21 02:35,2020/08/21 02:35
382,19P7247751,19P7247751,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.346,48.0,无,无,无,16.608,0.0,0.0,0.0,0.0,16.608,无,2020/08/21 02:35,2020/08/21 02:35
383,19P7247752,19P7247752,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.426,48.0,无,无,无,20.448,0.0,0.0,0.0,0.0,20.448,无,2020/08/21 02:35,2020/08/21 02:35
384,19P7247753,19P7247753,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.46,48.0,无,无,无,22.08,0.0,0.0,0.0,0.0,22.08,无,2020/08/21 02:35,2020/08/21 02:35
385,19P7247754,19P7247754,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.256,48.0,无,无,无,12.288,0.0,0.0,0.0,0.0,12.288,无,2020/08/21 02:35,2020/08/21 02:35
386,19P7247755,19P7247755,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.416,48.0,无,无,无,19.968,0.0,0.0,0.0,0.0,19.968,无,2020/08/21 02:35,2020/08/21 02:35
387,19P7247756,19P7247756,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,1.07,48.0,无,无,无,51.36,0.0,0.0,0.0,0.0,51.36,无,2020/08/21 02:35,2020/08/21 02:35
388,19P7247757,19P7247757,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.16,48.0,无,无,无,7.68,0.0,0.0,0.0,0.0,7.68,无,2020/08/21 02:35,2020/08/21 02:35
389,19P7247758,19P7247758,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.722,48.0,无,无,无,34.656,0.0,0.0,0.0,0.0,34.656,无,2020/08/21 02:35,2020/08/21 02:35
390,19P7247759,19P7247759,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.402,48.0,无,无,无,19.296,0.0,0.0,0.0,0.0,19.296,无,2020/08/21 02:35,2020/08/21 02:35
391,19P7247760,19P7247760,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,1.45,48.0,无,无,无,69.6,0.0,0.0,0.0,0.0,69.6,无,2020/08/21 02:35,2020/08/21 02:35
392,19P7247761,19P7247761,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.308,48.0,无,无,无,14.784,0.0,0.0,0.0,0.0,14.784,无,2020/08/21 02:35,2020/08/21 02:35
393,19P7247762,19P7247762,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.392,48.0,无,无,无,18.816,0.0,0.0,0.0,0.0,18.816,无,2020/08/21 02:35,2020/08/21 02:35
394,19P7247763,19P7247763,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.558,48.0,无,无,无,26.784,0.0,0.0,0.0,0.0,26.784,无,2020/08/21 02:35,2020/08/21 02:35
395,19P7247764,19P7247764,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.63,48.0,无,无,无,30.24,0.0,0.0,0.0,0.0,30.24,无,2020/08/21 02:35,2020/08/21 02:35
396,19P7247765,19P7247765,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.736,48.0,无,无,无,35.328,0.0,0.0,0.0,0.0,35.328,无,2020/08/21 02:35,2020/08/21 02:35
397,19P7247766,19P7247766,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.52,48.0,无,无,无,24.96,0.0,0.0,0.0,0.0,24.96,无,2020/08/21 02:35,2020/08/21 02:35
398,19P7247767,19P7247767,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.55,48.0,无,无,无,26.4,0.0,0.0,0.0,0.0,26.4,无,2020/08/21 02:35,2020/08/21 02:35
399,19P7247768,19P7247768,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.254,48.0,无,无,无,12.192,0.0,0.0,0.0,0.0,12.192,无,2020/08/21 02:35,2020/08/21 02:35
400,19P7247769,19P7247769,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.912,48.0,无,无,无,43.776,0.0,0.0,0.0,0.0,43.776,无,2020/08/21 02:35,2020/08/21 02:35
401,19P7247770,19P7247770,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.68,48.0,无,无,无,32.64,0.0,0.0,0.0,0.0,32.64,无,2020/08/21 02:35,2020/08/21 02:35
402,19P7247771,19P7247771,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.486,48.0,无,无,无,23.328,0.0,0.0,0.0,0.0,23.328,无,2020/08/21 02:35,2020/08/21 02:35
403,19P7247772,19P7247772,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.186,48.0,无,无,无,8.928,0.0,0.0,0.0,0.0,8.928,无,2020/08/21 02:35,2020/08/21 02:35
404,19P7247773,19P7247773,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.386,48.0,无,无,无,18.528,0.0,0.0,0.0,0.0,18.528,无,2020/08/21 02:35,2020/08/21 02:35
405,第08批,第08批,2000-01-01,P,cfDNA,4.0,南科手工提取20200520,0.412,48.0,无,无,无,19.776,0.0,0.0,0.0,0.0,19.776,无,2020/08/21 02:35,2020/08/21 02:35
406,19P7247775,19P7247775,2000-01-01,P,cfDNA,4.0,南科手工提取20200519,0.344,48.0,无,无,无,16.512,0.0,0.0,0.0,0.0,16.512,无,2020/08/21 02:35,2020/08/21 02:35
407,19P7247776,19P7247776,2000-01-01,P,cfDNA,4.0,南科手工提取20200519,0.814,48.0,无,无,无,39.072,0.0,0.0,0.0,0.0,39.072,无,2020/08/21 02:35,2020/08/21 02:35
408,19P7247777,19P7247777,2000-01-01,P,cfDNA,4.0,南科手工提取20200519,0.514,48.0,无,无,无,24.672,0.0,0.0,0.0,0.0,24.672,无,2020/08/21 02:35,2020/08/21 02:35
409,19P7247778,19P7247778,2000-01-01,P,cfDNA,4.0,南科手工提取20200519,0.288,48.0,无,无,无,13.824,0.0,0.0,0.0,0.0,13.824,无,2020/08/21 02:35,2020/08/21 02:35
410,19P7247779,19P7247779,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.168,48.0,无,无,无,8.064,0.0,0.0,0.0,0.0,8.064,无,2020/08/21 02:35,2020/08/21 02:35
411,19P7247780,19P7247780,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.534,48.0,无,无,无,25.632,0.0,0.0,0.0,0.0,25.632,无,2020/08/21 02:35,2020/08/21 02:35
412,19P7247781,19P7247781,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.348,48.0,无,无,无,16.704,0.0,0.0,0.0,0.0,16.704,无,2020/08/21 02:35,2020/08/21 02:35
413,19P7247782,19P7247782,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,3.74,48.0,无,无,无,179.52,0.0,0.0,0.0,0.0,179.52,无,2020/08/21 02:35,2020/08/21 02:35
414,19P7247783,19P7247783,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.024,48.0,无,无,无,1.152,0.0,0.0,0.0,0.0,1.152,无,2020/08/21 02:35,2020/08/21 02:35
415,19P7247784,19P7247784,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.052,48.0,无,无,无,2.496,0.0,0.0,0.0,0.0,2.496,无,2020/08/21 02:35,2020/08/21 02:35
416,19P7247785,19P7247785,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.396,48.0,无,无,无,19.008,0.0,0.0,0.0,0.0,19.008,无,2020/08/21 02:35,2020/08/21 02:35
417,19P7247786,19P7247786,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.404,48.0,无,无,无,19.392,0.0,0.0,0.0,0.0,19.392,无,2020/08/21 02:35,2020/08/21 02:35
418,19P7247787,19P7247787,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,4.94,48.0,无,无,无,237.12,0.0,0.0,0.0,0.0,237.12,无,2020/08/21 02:35,2020/08/21 02:35
419,19P7247788,19P7247788,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.866,48.0,无,无,无,41.568,0.0,0.0,0.0,0.0,41.568,无,2020/08/21 02:35,2020/08/21 02:35
420,19P7247789,19P7247789,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.556,48.0,无,无,无,26.688,0.0,0.0,0.0,0.0,26.688,无,2020/08/21 02:35,2020/08/21 02:35
421,19P7247790,19P7247790,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.268,48.0,无,无,无,12.864,0.0,0.0,0.0,0.0,12.864,无,2020/08/21 02:35,2020/08/21 02:35
422,19P7247791,19P7247791,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.164,48.0,无,无,无,7.872,0.0,0.0,0.0,0.0,7.872,无,2020/08/21 02:35,2020/08/21 02:35
423,19P7247792,19P7247792,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.114,48.0,无,无,无,5.472,0.0,0.0,0.0,0.0,5.472,无,2020/08/21 02:35,2020/08/21 02:35
424,19P7247793,19P7247793,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.12,48.0,无,无,无,5.76,0.0,0.0,0.0,0.0,5.76,无,2020/08/21 02:35,2020/08/21 02:35
425,19P7247794,19P7247794,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.304,48.0,无,无,无,14.592,0.0,0.0,0.0,0.0,14.592,无,2020/08/21 02:35,2020/08/21 02:35
426,19P7247795,19P7247795,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.35,48.0,无,无,无,16.8,0.0,0.0,0.0,0.0,16.8,无,2020/08/21 02:35,2020/08/21 02:35
427,19P7247796,19P7247796,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.834,48.0,无,无,无,40.032,0.0,0.0,0.0,0.0,40.032,无,2020/08/21 02:35,2020/08/21 02:35
428,19P7247797,19P7247797,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.498,48.0,无,无,无,23.904,0.0,0.0,0.0,0.0,23.904,无,2020/08/21 02:35,2020/08/21 02:35
429,19P7247798,19P7247798,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.85,48.0,无,无,无,40.8,0.0,0.0,0.0,0.0,40.8,无,2020/08/21 02:35,2020/08/21 02:35
430,19P7247799,19P7247799,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.522,48.0,无,无,无,25.056,0.0,0.0,0.0,0.0,25.056,无,2020/08/21 02:35,2020/08/21 02:35
431,19P7247800,19P7247800,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.452,48.0,无,无,无,21.696,0.0,0.0,0.0,0.0,21.696,无,2020/08/21 02:35,2020/08/21 02:35
432,19P7247801,19P7247801,2000-01-01,P,cfDNA,9999.0,南科手工提取20200518,9999.0,9999.0,无,无,无,99980001.0,0.0,0.0,0.0,0.0,99980001.0,无,2020/08/21 02:35,2020/08/21 02:35
433,19P7247803,19P7247803,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.368,48.0,无,无,无,17.664,0.0,0.0,0.0,0.0,17.664,无,2020/08/21 02:35,2020/08/21 02:35
434,19P7247804,19P7247804,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,38.4,48.0,无,无,无,1843.2,0.0,0.0,0.0,0.0,1843.2,无,2020/08/21 02:35,2020/08/21 02:35
435,19P7247805,19P7247805,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,102.0,48.0,无,无,无,4896.0,0.0,0.0,0.0,0.0,4896.0,无,2020/08/21 02:35,2020/08/21 02:35
436,19P7247806,19P7247806,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.202,48.0,无,无,无,9.696,0.0,0.0,0.0,0.0,9.696,无,2020/08/21 02:35,2020/08/21 02:35
437,19P7247807,19P7247807,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,1.31,48.0,无,无,无,62.88,0.0,0.0,0.0,0.0,62.88,无,2020/08/21 02:35,2020/08/21 02:35
438,19P7247808,19P7247808,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,1.52,48.0,无,无,无,72.96,0.0,0.0,0.0,0.0,72.96,无,2020/08/21 02:35,2020/08/21 02:35
439,19P7247809,19P7247809,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.252,48.0,无,无,无,12.096,0.0,0.0,0.0,0.0,12.096,无,2020/08/21 02:35,2020/08/21 02:35
440,19P7247810,19P7247810,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.738,48.0,无,无,无,35.424,0.0,0.0,0.0,0.0,35.424,无,2020/08/21 02:35,2020/08/21 02:35
441,19P7247811,19P7247811,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.414,48.0,无,无,无,19.872,0.0,0.0,0.0,0.0,19.872,无,2020/08/21 02:35,2020/08/21 02:35
442,19P7247812,19P7247812,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.35,48.0,无,无,无,16.8,0.0,0.0,0.0,0.0,16.8,无,2020/08/21 02:35,2020/08/21 02:35
443,19P7247813,19P7247813,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.506,48.0,无,无,无,24.288,0.0,0.0,0.0,0.0,24.288,无,2020/08/21 02:35,2020/08/21 02:35
444,19P7247814,19P7247814,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.644,48.0,无,无,无,30.912,0.0,0.0,0.0,0.0,30.912,无,2020/08/21 02:35,2020/08/21 02:35
445,19P7247815,19P7247815,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,1.07,48.0,无,无,无,51.36,0.0,0.0,0.0,0.0,51.36,无,2020/08/21 02:35,2020/08/21 02:35
446,19P7247816,19P7247816,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.578,48.0,无,无,无,27.744,0.0,0.0,0.0,0.0,27.744,无,2020/08/21 02:35,2020/08/21 02:35
447,19P7247817,19P7247817,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.796,48.0,无,无,无,38.208,0.0,0.0,0.0,0.0,38.208,无,2020/08/21 02:35,2020/08/21 02:35
448,19P7247818,19P7247818,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,0.714,48.0,无,无,无,34.272,0.0,0.0,0.0,0.0,34.272,无,2020/08/21 02:35,2020/08/21 02:35
449,19P7247819,19P7247819,2000-01-01,P,cfDNA,4.0,南科手工提取20200518,1.01,48.0,无,无,无,48.48,0.0,0.0,0.0,0.0,48.48,无,2020/08/21 02:35,2020/08/21 02:35
450,19P7247820,19P7247820,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.912,48.0,无,无,无,43.776,0.0,0.0,0.0,0.0,43.776,无,2020/08/21 02:35,2020/08/21 02:35
451,19P7247821,19P7247821,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.376,48.0,无,无,无,18.048,0.0,0.0,0.0,0.0,18.048,无,2020/08/21 02:35,2020/08/21 02:35
452,19P7247822,19P7247822,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.334,48.0,无,无,无,16.032,0.0,0.0,0.0,0.0,16.032,无,2020/08/21 02:35,2020/08/21 02:35
453,19P7247823,19P7247823,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.424,48.0,无,无,无,20.352,0.0,0.0,0.0,0.0,20.352,无,2020/08/21 02:35,2020/08/21 02:35
454,19P7247824,19P7247824,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.396,48.0,无,无,无,19.008,0.0,0.0,0.0,0.0,19.008,无,2020/08/21 02:35,2020/08/21 02:35
455,19P7247825,19P7247825,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,1.12,48.0,无,无,无,53.76,0.0,0.0,0.0,0.0,53.76,无,2020/08/21 02:35,2020/08/21 02:35
456,19P7247826,19P7247826,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.2,48.0,无,无,无,9.6,0.0,0.0,0.0,0.0,9.6,无,2020/08/21 02:35,2020/08/21 02:35
457,19P7247827,19P7247827,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,7.22,48.0,无,无,无,346.56,0.0,0.0,0.0,0.0,346.56,无,2020/08/21 02:35,2020/08/21 02:35
458,19P7247828,19P7247828,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.368,48.0,无,无,无,17.664,0.0,0.0,0.0,0.0,17.664,无,2020/08/21 02:35,2020/08/21 02:35
459,19P7247829,19P7247829,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.442,48.0,无,无,无,21.216,0.0,0.0,0.0,0.0,21.216,无,2020/08/21 02:35,2020/08/21 02:35
460,19P7247830,19P7247830,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.748,48.0,无,无,无,35.904,0.0,0.0,0.0,0.0,35.904,无,2020/08/21 02:35,2020/08/21 02:35
461,19P7247831,19P7247831,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.528,48.0,无,无,无,25.344,0.0,0.0,0.0,0.0,25.344,无,2020/08/21 02:35,2020/08/21 02:35
462,19P7247832,19P7247832,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.538,48.0,无,无,无,25.824,0.0,0.0,0.0,0.0,25.824,无,2020/08/21 02:35,2020/08/21 02:35
463,19P7247833,19P7247833,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.396,48.0,无,无,无,19.008,0.0,0.0,0.0,0.0,19.008,无,2020/08/21 02:35,2020/08/21 02:35
464,19P7247834,19P7247834,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.664,48.0,无,无,无,31.872,0.0,0.0,0.0,0.0,31.872,无,2020/08/21 02:35,2020/08/21 02:35
465,19P7247835,19P7247835,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.342,48.0,无,无,无,16.416,0.0,0.0,0.0,0.0,16.416,无,2020/08/21 02:35,2020/08/21 02:35
466,19P7247836,19P7247836,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,0.92,48.0,无,无,无,44.16,0.0,0.0,0.0,0.0,44.16,无,2020/08/21 02:35,2020/08/21 02:35
467,19P7247837,19P7247837,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,2.96,48.0,无,无,无,142.08,0.0,0.0,0.0,0.0,142.08,无,2020/08/21 02:35,2020/08/21 02:35
468,19P7247839,19P7247839,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,1.22,48.0,无,无,无,58.56,0.0,0.0,0.0,0.0,58.56,无,2020/08/21 02:35,2020/08/21 02:35
469,19P7247840,19P7247840,2000-01-01,P,cfDNA,4.0,南科手工提取20200517,1.43,48.0,无,无,无,68.64,0.0,0.0,0.0,0.0,68.64,无,2020/08/21 02:35,2020/08/21 02:35
470,19P7247857,19P7247857,2000-01-01,P,cfDNA,4.0,南科手工提取,1.51,48.0,无,无,无,72.48,10.0,0.0,0.0,0.0,62.48,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
471,19P7247858,19P7247858,2000-01-01,P,cfDNA,4.0,南科手工提取,0.628,48.0,无,无,无,30.144,10.0,0.0,0.0,0.0,20.144,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
472,19P7247859,19P7247859,2000-01-01,P,cfDNA,4.0,南科手工提取,1.22,48.0,无,无,无,58.56,10.0,0.0,0.0,0.0,48.56,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
473,19P7247860,19P7247860,2000-01-01,P,cfDNA,4.0,南科手工提取,0.776,48.0,无,无,无,37.248,10.0,0.0,0.0,0.0,27.248,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
474,19P7247861,19P7247861,2000-01-01,P,cfDNA,4.0,南科手工提取,0.598,48.0,无,无,无,28.704,10.0,0.0,0.0,0.0,18.704,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
475,19P7247862,19P7247862,2000-01-01,P,cfDNA,4.0,南科手工提取,0.492,48.0,无,无,无,23.616,10.0,0.0,0.0,0.0,13.616,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
476,19P7247863,19P7247863,2000-01-01,P,cfDNA,4.0,南科手工提取,0.572,48.0,无,无,无,27.456,10.0,0.0,0.0,0.0,17.456,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
477,19P7247864,19P7247864,2000-01-01,P,cfDNA,4.0,南科手工提取,1.02,48.0,无,无,无,48.96,10.0,0.0,0.0,0.0,38.96,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
478,19P7247865,19P7247865,2000-01-01,P,cfDNA,4.0,南科手工提取,63.0,48.0,无,无,无,3024.0,0.0,0.0,0.0,0.0,3024.0,无,2020/08/21 02:35,2020/08/21 02:35
479,19P7247866,19P7247866,2000-01-01,P,cfDNA,4.0,南科手工提取,0.75,48.0,无,无,无,36.0,10.0,0.0,0.0,0.0,26.0,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
480,19P7247867,19P7247867,2000-01-01,P,cfDNA,4.0,南科手工提取,0.49,48.0,无,无,无,23.52,10.0,0.0,0.0,0.0,13.52,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
481,19P7247868,19P7247868,2000-01-01,P,cfDNA,4.0,南科手工提取,0.316,48.0,无,无,无,15.168,0.0,0.0,0.0,0.0,15.168,无,2020/08/21 02:35,2020/08/21 02:35
482,19P7247871,19P7247871,2000-01-01,P,cfDNA,4.0,南科手工提取,1.53,48.0,无,无,无,73.44,10.0,0.0,0.0,0.0,63.44,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
483,19P7247872,19P7247872,2000-01-01,P,cfDNA,4.0,南科手工提取,0.952,48.0,无,无,无,45.696,10.0,0.0,0.0,0.0,35.696,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
484,19P7247873,19P7247873,2000-01-01,P,cfDNA,4.0,南科手工提取,0.718,48.0,无,无,无,34.464,10.0,0.0,0.0,0.0,24.464,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
485,19P7247874,19P7247874,2000-01-01,P,cfDNA,4.0,南科手工提取,0.812,48.0,无,无,无,38.976,10.0,0.0,0.0,0.0,28.976,2020.1.20完成,2020/08/21 02:36,2020/08/21 02:35
486,19P7247842,19P7247842,2000-01-01,P,cfDNA,4.0,南科手工提取,0.276,48.0,无,无,无,13.248,0.0,0.0,0.0,0.0,13.248,无,2020/08/21 02:35,2020/08/21 02:35
487,19P7247843,19P7247843,2000-01-01,P,cfDNA,4.0,南科手工提取,0.596,48.0,无,无,无,28.608,10.0,0.0,0.0,0.0,18.608,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
488,19P7247844,19P7247844,2000-01-01,P,cfDNA,4.0,南科手工提取+XP双选,0.838,50.0,无,无,无,41.9,10.0,0.0,0.0,0.0,31.9,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
489,19P7247845,19P7247845,2000-01-01,P,cfDNA,4.0,南科手工提取,0.354,48.0,无,无,无,16.992,0.0,0.0,0.0,0.0,16.992,无,2020/08/21 02:35,2020/08/21 02:35
490,19P7247846,19P7247846,2000-01-01,P,cfDNA,4.0,南科手工提取+XP双选,1.13,50.0,无,无,无,56.5,10.0,0.0,0.0,0.0,46.5,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
491,19P7247847,19P7247847,2000-01-01,P,cfDNA,4.0,南科手工提取,1.21,48.0,无,无,无,58.08,10.0,0.0,0.0,0.0,48.08,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
492,19P7247848,19P7247848,2000-01-01,P,cfDNA,4.0,南科手工提取,1.41,48.0,无,无,无,67.68,10.0,0.0,0.0,0.0,57.68,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
493,19P7247849,19P7247849,2000-01-01,P,cfDNA,4.0,南科手工提取,0.596,48.0,无,无,无,28.608,10.0,0.0,0.0,0.0,18.608,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
494,19P7247850,19P7247850,2000-01-01,P,cfDNA,4.0,南科手工提取,0.564,48.0,无,无,无,27.072,10.0,0.0,0.0,0.0,17.072,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
495,19P7247851,19P7247851,2000-01-01,P,cfDNA,4.0,南科手工提取+XP双选,0.412,50.0,无,无,无,20.6,0.0,0.0,0.0,0.0,20.6,无,2020/08/21 02:35,2020/08/21 02:35
496,19P7247852,19P7247852,2000-01-01,P,cfDNA,4.0,南科手工提取+XP双选,0.9,50.0,无,无,无,45.0,0.0,0.0,0.0,0.0,45.0,无,2020/08/21 02:35,2020/08/21 02:35
497,19P7247853,19P7247853,2000-01-01,P,cfDNA,4.0,南科手工提取,1.03,48.0,无,无,无,49.44,10.0,0.0,0.0,0.0,39.44,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
498,19P7247854,19P7247854,2000-01-01,P,cfDNA,4.0,南科手工提取,0.86,48.0,无,无,无,41.28,10.0,0.0,0.0,0.0,31.28,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
499,19P7247855,19P7247855,2000-01-01,P,cfDNA,4.0,南科手工提取,0.404,48.0,无,无,无,19.392,0.0,0.0,0.0,0.0,19.392,无,2020/08/21 02:35,2020/08/21 02:35
500,19P7247856,19P7247856,2000-01-01,P,cfDNA,4.0,南科手工提取,0.686,48.0,无,无,无,32.928,10.0,0.0,0.0,0.0,22.928,2020.1.22已完成,2020/08/21 02:36,2020/08/21 02:35
501,19P7247875,19P7247875,2000-01-01,P,cfDNA,4.0,南科手工提取,1.16,48.0,无,无,无,55.68,10.0,0.0,0.0,0.0,45.68,2020.1.20完成,2020/08/21 02:36,2020/08/21 02:35
502,19P7247876,19P7247876,2000-01-01,P,cfDNA,4.0,南科手工提取,1.71,48.0,无,无,无,82.08,10.0,0.0,0.0,0.0,72.08,2020.1.20完成,2020/08/21 02:36,2020/08/21 02:35
503,19P7247877,19P7247877,2000-01-01,P,cfDNA,4.0,南科手工提取,1.02,48.0,无,无,无,48.96,10.0,0.0,0.0,0.0,38.96,2020.1.20完成,2020/08/21 02:36,2020/08/21 02:35
504,19P7247878,19P7247878,2000-01-01,P,cfDNA,4.0,南科手工提取,0.78,48.0,无,无,无,37.44,10.0,0.0,0.0,0.0,27.44,2020.1.20完成,2020/08/21 02:36,2020/08/21 02:35
505,19P7247879,19P7247879,2000-01-01,P,cfDNA,4.0,南科手工提取,0.972,48.0,无,无,无,46.656,10.0,0.0,0.0,0.0,36.656,2020.1.20完成,2020/08/21 02:36,2020/08/21 02:35
506,19P7247880,19P7247880,2000-01-01,P,cfDNA,4.0,南科手工提取,1.25,48.0,无,无,无,60.0,10.0,0.0,0.0,0.0,50.0,2020.1.20完成,2020/08/21 02:36,2020/08/21 02:35
507,19P7247881,19P7247881,2000-01-01,P,cfDNA,4.0,南科手工提取,1.68,48.0,无,无,无,80.64,10.0,0.0,0.0,0.0,70.64,2020.1.20完成,2020/08/21 02:36,2020/08/21 02:35
